qa1,qa2,qa3,qa4,q1,q2,q3,q4,q5a,q5b,q5c,q5d,q5e,q5f,q5g,q5h,q5i,q5j,q10,q11,q12,q13a,q13b,q13c,q13d,q13e,q13f,q14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,q15j,q15k,q15l,q15m,q15n,q15o,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,poids
6,1, ,2,1,1, ,2,2,4,1,2,1,4,1,2,1,1,1,2,1,1,2,1,3,3,1,3,2,2,1,2,2,3,3,1,2,2,2,4,1,1,3,2,2,2,1,1,2,1,2,2,1,4,1,3,0.694062114
5,2, ,4,2,2, ,2,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,3,3,2,3, ,1,2,4,1,2,1.032346487
4,2, ,3,1,2, ,3,2,4,3,1,1,3,2,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,3,3,2,2,1,4,3,2,7, ,2,1,3,1,2,0.466740996
7,1, ,3,1,6,6,2,2,4,1,2,1,1,2,1,4,3,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,3,3,2,2,2,2,2,1,3,3,3,4, ,1,1,5,1,2,0.475177228
7,2, ,4,1,1, ,2,2,4,1,1,2,4,2,2,4,1,1,1,1,1,3,2,2,2,2,2,1,1,1,1,1,4,2,3,3,1,2,2,2,2,2,2,2,1,4,1,1,4, ,1,1,2,1,2,1.357936025
5,2, ,3,1,4, ,3,6,6,4,6,4,4,6,6,6,4,3,3,3,5,3,3,3,5,3,4,2,2,1,2,2,2,2,2,4,2,2,1,4,4,3,1,1,1,3,4,3,1,2,2,4,4,1,2,0.409285843
6,2, ,4,1,1, ,2,2,4,1,3,1,1,3,5,4,1,3,3,2,2,3,3,3,3,3,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,1,2,2,1,1,1,4, ,1,1,3,1,3,1.124882817
6,1, ,4,1,1, ,3,2,4,3,4,3,1,3,1,4,3,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,3,2,4,3,1,1,2,2,1,2,2,2,1,4,6,2,1,1,1,2,5,1,3,1.171905637
6,1, ,3,1,1, ,1,2,4,1,1,1,1,2,6,6,1,2,2,1,2,2,1,1,2,1,3,1,1,1,3,1,2,2,4,1,2,3,1,2,1,1,1,2,1,1,1,2,4, ,1,1,5,1,3,0.464615017
5,2, ,4,2,1, ,2,2,4,1,2,1,4,1,6,6,1,2,2,2,3,2,1,3,3,4,3,2,2,1,3,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,3,1,3,1.032346487
6,1, ,4,1,1, ,2,2,4,1,3,1,1,1,1,1,1,4,4,4,5,4,3,4,3,4,4,4,3,2,2,4,1,1,4,1,4,3,1,2,4,4,2,1,1,4,1,1,4, ,1,1,4,1,2,1.171905637
5,1, ,3,2,1, ,2,2,4,1,5,1,4,2,5,4,1,2,1,2,2,2,2,1,3,3,1,2,1,1,2,3,2,2,1,2,2,3,3,1,2,1,1,2,1,3,1,3,1,1,1,2,7,1,3,0.418852627
6,1, ,4,2,6,6,2,2,4,4,2,1,4,1,1,4,5,2,2,2,3,3,2,2,1,3,3,2,2,1,2,3,2,2,4,2,2,2,1,1,4,4,2,2,2,1,6,2,1,2,1,1,9,1,3,1.171905637
6,1, ,4,1,1, ,2,2,4,1,1,3,3,1,1,4,3,3,3,3,3,4,3,4,4,3,3,2,2,1,3,3,3,2,4,3,3,4,3,2,3,2,2,2,1,1,1,2,4, ,1,1,4,1,3,1.171905637
4,2, ,4,1,4, ,3,1,4,3,2,3,4,1,1,4,4,2,2,1,1,1,1,1,1,1,2,3,2,1,3,2,3,3,2,2,2,2,3,1,1,2,2,2,1,4,4,2,1,1,1,1,4,1,2,1.177266717
4,1, ,2,1,1, ,2,2,4,1,1,1,4,2,1,4,1,1,1,1,1,3,2,3,2,3,2,2,2,1,2,2,3,3,3,2,2,2,3,1,1,3,2,1,2,1,1,2,2, ,1,5,4,1,2,0.831898987
5,2, ,4,2,3, ,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,4,2,4,1,4,1,3,2,2,2,1,6,2,7, ,2,3,2,2,1,1.895841956
7,1, ,4,1,1, ,2,2,1,1,1,2,3,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,4, ,2,1,9,1,2,1.198545694
5,2, ,4,1,1, ,2,2,1,1,1,1,4,3,1,1,1,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,3,2,1,1,1,4,3,1,2,1.032346487
4,1, ,4,1,2, ,3,2,4,2,2,3,4,3,6,6,3,2,2,2,2,3,3,2,3,1,2,2,2,1,2,3,2,3,3,3,2,2,3,3,3,3,2,2,1,3,3,2,1,1,2,3,3,1,2,1.404640555
4,1, ,4,2,2, ,2,2,1,3,2,4,4,2,4,6,4,1,1,1,2,3,1,2,2,2,2,1,2,1,3,1,2,3,2,3,3,2,3,3,3,2,1,2,1,4,3,1,1,1,2,3,3,1,2,1.404640555
3,2, ,2,2,2, ,3,2,4,3,3,1,4,1,2,4,3,1,2,1,2,3,3,3,2,2,3,2,2,1,2,3,3,2,3,2,3,1,2,3,2,3,2,2,1,2,6,3,1,2,1,2,7,1,3,0.623749137
5,1, ,2,2,6,6,3,2,4,5,6,3,6,3,1,5,6,2,3,3,3,4, ,2,2,3,2,2,2,3,2,2,2,1,2,2,3,2,2,3,4,1,1,1,2,1,6,3,1,1,1,2,5,3,3,1.1490587
6,1, ,2,1,1, ,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,3,2,2,3,3,1,2,2,1,3,2,2,3,2,2,2,2,3,2,2,2,2,2,1,3,1,1,4, ,1,2,4,1,2,0.694062114
5,1, ,3,2,3, ,3,2,4,2,5,2,4,3,2,3,6,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,4,3,4,3,2,1,3,1,1,1,1,2,2,1,6,3,1,1,2,3,5,1,2,0.418852627
6,1, ,2,2,6,4,3,2,4,1,2,5,4,4,6,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,2,4,3,1,2,2,3,1,1,1,2,1,3,4,1,1,2,1,3,2, ,2,1.274603128
6,2, ,3,1,3, ,2,1,6,1,6,6,4,6,6,2,4,3,3,2,2,1,1,4,3,4,2,3,2,3,3,3,1,1,3,3,3,3,1,3,2,4,2,2,1,1,2,3,7, ,2,3,2,1,1,0.445973217
7,2, ,4,1,1, ,2,6,4,1,1,1,1,6,1,4,1,2,2,1,2,2,2,2,2,3,4,1,2,1,2,2,2,2,3,2,2,3,3,2,2,2,2,2,1,2,1,1,4, ,1,1,3,1,2,1.357936025
7,1, ,2,1,1, ,2,2,4,3,1,1,4,2,2,4,1,1,2,1,1,4,2,2,3,1,1,2,1,1,1,1,3,1,3,2,3,2,2,1,2,2,2,2,2,1,2,2,4, ,1,1,2,1,2,0.70984
5,1, ,2,2,2, ,3,2,4,1,2,1,4,2,2,3,3,1,2,1,2,2,2,3,2,2,3,1,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,4,3,1,1,1,1,2,4,1,2,0.625699759
7,2, ,2,1,3, ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,2,1,2,3,1,2,2,2,1,2,1,2,2,4, ,1,2,9,1,2,0.804237127
5,2, ,4,1,6,6,2,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,3,3,1,1,1,2,3,4,3,4,4,1,2,3,3,3,2,1,2,2,1,2,3,1,1,1,2,8,2,3,1.895841956
6,1, ,2,2,6,6,2,2,6,5,3,2,4,2,2,4,6,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,3,3,1,2,2,2,3,2,2,2,2,1,4,3,3,1,1,2,3,3,1,1,0.694062114
5,1, ,1,2,5, ,4,2,4,4,4,4,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,4,1,1,4,3,1,1,1,2,1,2,5,3,1,2,2,3,1,1,1,0.715646088
6,1, ,4,1,1, ,2,2,4,1,2,1,4,3,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,3,1,3,2,3,3,2,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,4,1,2,1.171905637
6,1, ,1,1,6,6,3,2,1,2,2,1,4,1,2,1,5,1,1,1,2,3,2,2,2,3,1,1,2,1,2,1,3,2,3,3,1,1,1,1,1,2,1,2,1,2,6,3,4, ,1,5,9,1,2,0.793835282
7,1, ,2,1,6,6,2,2,4,1,2,1,4,3,1,4,3,2,3,2,3,3,3,3,3,3,3,2,2,1,2,2,2,3,3,2,2,2,2,2,2,3,2,2,1,4,3,3,4, ,1,1,4,1,2,0.70984
3,1, ,1,1,4, ,2,2,3,3,1,1,4,1,4,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,3,4,1,1,1,2,1,3,6,3,5, ,2,3,3,1,1,1.120898485
4,2, ,3,2,6,6,2,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,3,2,2,3,2,2,2,2,1,1,2,1,6,3,1,2,1,3,5,1,2,0.466740996
5,2, ,1,2,2, ,2,5,6,1,6,4,3,2,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,4,3,2,1,1,2,4,2,1,1,0.69930023
5,1, ,2,2,3, ,4,2,2,2,2,2,2,2,2,2,2,4,4,4,5,4,5,5,5,3,3,3,4,3,3,3,2,2,4,3,4,4,4,4,3,3,2,2,2,1,2,3,1,2,1,2,6,2,3,1.1490587
4,1, ,4,1,1, ,2,1,4,1,1,1,1,1,1,1,4,3,3,1,1,2,3,4,3,3,1,3,2,3,2,3,2,2,3,1,3,2,2,1,1,3,2,1,1,4,1,1,6, ,1,3,2,1,1,1.404640555
3,2, ,3,1,1, ,2,1,4,1,6,1,4,3,2,6,1,2,2,2,2,2,2,2,2,2,4,2,2,1,2,3,2,2,2,1,3,2,2,2,2,4,2,2,2,1,6,3,1,1,1,2,4,1,2,0.417546809
6,2, ,2,2,6,6,3,2,4,4,2,3,1,1,2,4,6,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,3,2,2,2,2,2,3,3,2,2,1,1,6,2,6, ,1,2,3,1,2,0.666213214
7,2, ,4,1,1, ,4,2,6,1,1,6,4,6,6,6,1,2,2,1,1,1,1,1,2,1,3,2,1,2,2,4,2,1,1,1,2,1,1,2,2,2,2,2,1,3,1,1,4, ,1,1,4,1,3,1.357936025
3,1, ,3,2,1, ,3,2,1,1,2,1,1,2,1,4,1,1,2,1,1,2,2,1,2,2,3,4,3,2,2,2,1,2,2,3,2,2,2,1,3,2,2,2,1,4,1,2,1,1,1,2,5,1,3,0.65603888
7,2, ,3,1,2, ,2,2,6,5,6,6,5,6,2,6,3,3,3,3,5,4,3,2,4,2,4,2,2,1,3,3,1,1,2,1,4,3,2,2,3,3,2,2,1,2,3,1,4, ,2,3,1,1,2,0.538370252
6,2, ,2,1,6,6,2,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,6,2,4, ,1,1,9,1,3,0.666213214
3,2, ,2,1,1, ,2,2,4,3,2,3,4,2,2,4,1,2,2,1,1,1,1,1,1,1,3,2,2,2,3,2,4,2,3,3,2,1,2,3,2,2,1,2,1,4,1,2,7, ,2,2,2,1,2,0.623749137
3,2, ,1,2,6,6,2,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,3,4,3,2,2,4,1,1,2,2,2,2,1,1,3,3, ,2,5,9,1,3,0.713415027
7,2, ,2,1,1, ,2,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,1,6,2,4, ,1,3,2,1,2,0.804237127
3,1, ,3,2,3, ,4,2,4,6,3,2,2,3,1,6,1,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3,2,2,2,3,2,2,2,1,2,2,1,1,3,1,1,1,1,7,1,3,0.65603888
5,1, ,1,1,1, ,2,2,4,1,1,4,4,2,6,4,1,3,3,3,4,4,5,4,4,4,4,2,2,2,3,2,3,2,3,2,2,3,2,3,3,3,2,2,1,4,1,2,1,2,2,3,2,1,1,0.715646088
3,2, ,3,1,1, ,2,2,4,3,2,1,3,2,6,4,1,2,3,2,3,3,2,4,2,3,3,1,2,2,3,2,3,2,3,3,2,1,3,1,2,3,1,2,2,1,1,3,1,1,2,1,5,1,3,0.417546809
5,1, ,3,1,1, ,2,2,4,1,2,6,6,2,6,6,1,2,2,2,2,3,2,2,3,2,3,2,2,1,3,1,3,1,3,3,2,2,2,3,2,2,1,2,2,1,6,3,1,2,1,1,6,1,2,0.418852627
5,2, ,4,1,1, ,1,2,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,3,2,2,1,4,2,3,2,2,2,1,2,1,1,4, ,2,3,1,1,1,1.032346487
7,2, ,2,2,4, ,3,2,6,5,2,1,4,1,2,6,4,2,2,2,2,2,2,2,2,2,3,2,2,2,4,3,3,3,3,2,2,2,3,2,2,3,2,1,1,2,4,2,4, ,1,1,5,1,3,0.804237127
7,2, ,4,2,6,6,3,5,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,3,2,2,1,1,1,2,1,3,2,3,3,2,3,3,3,1,2,2,2,2,1,6,1,4, ,1,5,2,1,2,1.357936025
3,1, ,1,1,4, ,1,3,2,1,3,2,1,2,2,1,1,1,2,1,1,2,3,1,1,2,1,2,1,3,2,2,3,1,2,1,1,2,3,1,2,2,1,2,2,4,2,3,2, ,1,4,4,1,2,1.120898485
5,2, ,2,1,6,6,2,2,6,5,1,3,4,3,4,6,6,2,2,2,1,1,2,1,2,2,2,2,1,3,2,1,3,2,3,2,1,1,2,1,1,2,2,2,1,1,6,3,1,2,1,2,4,3,3,1.122813344
6,2, ,1,1,1, ,2,2,4,1,6,1,4,2,6,4,6,2,2,1,1,2,1,2,2,4,2,1,2,1,3,1,4,3,2,3,2,3,4,2,1,2,1,2,1,3,1,2,4, ,1,3,4,1,2,0.761983514
2,1, ,1,1,2, ,1,3,2,4,3,4,1,2,2,3,1,2,1,2,5,2,1,1,4,2,2,1,2,2,1,2,1,2,2,1,1,4,1,1,3,1,1,2,2,1,2,2,2, ,1,3,5,1,3,1.858236074
4,2, ,1,2,4, ,2,5,5,5,5,5,5,5,5,5,5,2,2,1,3,2,2,2,3,3,3,1,1,1,3,2,3,2,4,2,2,3,2,3,2,2,2,2,1,4,4,1,6, ,1,2,9,1,1,0.797467113
3,2, ,2,1,1, ,2,2,3,2,3,2,6,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,3,3,4,2,2,3,2,2,1,2,2,2,1,1,1,3,1,2,1,2,6,3,2,1.145476103
7,2, ,2,1,1, ,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,3,3,2,1,1,1,1,1,2,4,4,2,1,4,4,2,4,1,2,2,2,1,1,1,4, ,1,1,3,1,2,0.804237127
7,2, ,4,1,1, ,1,2,4,5,1,1,4,2,2,4,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,4,3,4,3,1,2,3,2,2,1,2,2,1,1,1,2,4, ,2,3,2,1,2,1.357936025
7,2, ,3,1,1, ,2,2,5,1,2,4,4,2,1,4,1,2,2,1,3,2,1,2, ,2,2,1,1,2,2,2,3,3,3,3,2,3,3,2,2,2,1,2,2,1,1,2,4, ,1,3,2,1,2,0.538370252
5,2, ,3,2,1, ,3,3,2,1,3,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,4,1,3,0.409285843
5,2, ,3,1,1, ,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,4,2,1,1,1,2,5,1,2,0.409285843
5,2, ,1,1,6,6,3,6,6,6,6,6,6,6,6,6,6,2,2,2,5,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,1,1,2,2,3,1,2,1,1.284222484
5,1, ,4,2,1, ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,3,1,1,2,1,4,3,4,1,1,2,2,3,1,1,1,2,2,1,1,2,1,2,1,5,3,2,2,1.940156102
7,2, ,3,1,4, ,3,2,4,6,6,1,4,3,6,6,6,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,4,4,3,3,1,2,4,2,1,1,2,2,1,4,3,3,4, ,1,3,4,1,2,0.538370252
6,2, ,1,1,3, ,2,1,6,2,6,6,6,2,6,6,6,3,3,3,4,3,3,3,4,3,3,3,3,1,2,3,1,1,2,2,3,2,1,2,3,3,2,2,2,1,6,1,6, ,2,1,9,1,1,0.761983514
5,1, ,3,1,6,6,2,2,4,6,2,3,4,2,1,4,6,2,2,1,2,2,1,2,2,2,4,2,2,1,2,2,3,2,1,2,2,2,2,2,2,3,2,2,1,2,6,1,1,1,2,1,4,1,2,0.418852627
5,1, ,2,1,5, ,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,6,2,1,2,2,3,5,2,3,1.1490587
4,2, ,1,1,1, ,2,2,4,1,2,1,5,3,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,2,3,1,1,1,3,2,2,1,1,1,3,1,3,3, ,2,4,2,1,2,0.797467113
6,2, ,3,1,1, ,2,4,4,1,1,4,1,1,6,4,1,2,2,1,1,2,2,2,2,3,2,1,2,1,2,2,3,3,3,2,1,2,3,2,3,2,2,1,1,3,1,2,4, ,1,1,4,1,3,0.445973217
6,2, ,2,1,4, ,2,2,4,4,2,4,4,4,2,4,4,2,3,2,1,3,3,3,2,2,2,2,2,1,2,3,3,2,4,2,3,3,2,3,2,3,2,1,1,4,4,3,1,2,1,1,5,1,4,0.666213214
7,2, ,4,1,1, ,2,2,4,1,1,2,4,3,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,3,3,2,2,2,4,3,2,2,2,2,2,1,3,1,3,4, ,2,3,2,1,2,1.357936025
6,2, ,2,1,1, ,2,5,4,2,2,1,4,5,5,5,5,2,3,2,3,3,1,3,2,2,3,1,2,1,1,2,3,3,3,3,2,3,3,2,2,2,2,2,2,1,2,3,4, ,1,5,7,1,2,0.666213214
5,2, ,3,1,2, ,1,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3, ,2,4,1,2,2,0.751628697
5,1, ,2,1,2, ,2,1,1,3,5,6,5,1,2,6,3,2,2,1,2,2,1,1,1,2,3,2,1,1,2,1,3,2,4,2,2,3,2,2,3,1,2,2,1,4,3,1,1,2,1,1,6,1,2,0.625699759
6,2, ,3,1,1, ,2,2,4,1,2,1,4,2,1,1,1,1,3,1,1,2,1,2,3,2,3,1,2,1,3,1,2,2,3,3,2,3,2,2,2,2,2,2,2,1,2,3,4, ,1,3,3,1,2,0.445973217
5,1, ,4,2,2, ,2,3,3,3,3,3,3,3,3,3,3,1,2,1,3,1,1,1,3,2,3,2,2,1,1,2,2,1,1,1,2,1,1,3,2,2,2,2,1,4,3,1,4, ,1,2,2,1,4,1.05647707
7,2, ,4,1,3, ,2,5,6,6,2,6,6,2,6,6,6,3,3,3,3,3,3,3,3,3,4,2,2,1,2,2,1,1,1,1,2,1,1,3,2,2,2,1,2,1,2,1,4, ,1,2,2,1,2,1.357936025
7,2, ,2,1,1, ,2,2,1,1,2,1,3,1,1,1,1,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,1,3,6,1,4, ,2,3,2,1,1,0.804237127
7,2, ,3,1,1, ,2,2,4,1,1,1,4,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,3,2,2,3,2,2,2,2,1,2,2,1,2,1,2,1,1,4, ,1,1,9,1,3,0.538370252
6,2, ,2,1,1, ,1,2,1,1,1,1,4,1,1,1,1,2,2,2,3,1,1,2,2,3,2,2,1,2,2,2,2,2,1,2,2,2,3,2,1,2,1,2,2,1,6,2,1,2,1,2,9,1,2,0.666213214
2,2, ,4,2,6,5,3,1,4,2,3,2,2,4,1,3,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,3,3,1,2,1,2,3,4,2,2,2,1,2,1,2,2,3, ,2,4,1,2,2,5.102385044
4,2, ,4,1,6,6,2,6,6,6,6,6,6,6,6,6,6,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,6,1,6, ,2,3,9,1,1,1.177266717
5,1, ,4,2,6,6,3,2,4,2,2,1,1,3,2,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,3,2,1,2,1,2,1,6,1,1,2,2,5,2,1,2,1.05647707
4,2, ,2,2,2, ,2,2,1,1,3,3,1,3,2,1,3,2,2,2,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,4,3,3,1,2,1,2,6, ,2,1.280435085
7,2, ,2,1,1, ,2,2,4,1,1,5,4,5,1,4,1,3,3,3,3,3,3,4,3,4,3,2,2,2,2,3,1,2,3,2,3,3,2,2,3,3,2,2,2,1,1,1,4, ,1,1,9,1,3,0.804237127
3,1, ,4,1,1, ,1,1,4,3,3,3,3,2,2,3,1,2,3,2,1,1,1,1,1,1,1,1,2,1,3,3,4,4,4,3,2,1,2,3,1,1,1,2,1,4,1,2,1,1,1,5,4,1,3,1.654735684
2,1, ,2,1,4, ,2,2,4,2,2,1,4,4,2,1,4,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,2,2,2,2,4,1,3, ,1,3,4,3,3,2.983632803
3,2, ,1,1,6,6,2,2,4,1,3,1,4,3,2,1,3,2,3,3,2,2,2,2,3,2,3,1,2,1,2,2,2,4,3,3,2,3,2,2,2,2,2,2,2,1,3,3,1,1,2,2,3,1,2,0.713415027
4,1, ,3,1,1, ,2,2,4,1,3,1,4,1,2,4,3,1,2,1,2,2,2,2,2,1,2,2,2,2,3,2,3,4,4,3,2,3,3,3,3,2,2,2,2,3,1,2,1,2,1,2,5,1,3,0.556885123
3,1, ,1,2,6,6,3,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,4,3,4,2,3,1,3,1,2,2,3,4,2,3,3,1,1,4,2,2,1,1,1,2,4,2,1,2,2,1,3,1,2,1.120898485
7,2, ,2,1,2, ,3,2,4,5,1,1,5,3,1,4,3,2,2,2,2,1,1,2,3,2,2,2,1,1,3,2,2,2,3,2,2,2,2,3,3,2,1,2,1,4,3,3,4, ,1,3,2,1,2,0.804237127
7,2, ,4,1,1, ,2,2,1,1,1,1,4,1,1,1,1,2,2,2,3,2,2,3,3,3,2,2,2,1,1,2,3,3,3,2,2,3,3,2,2,2,2,2,2,1,1,2,4, ,2,1,9,1,2,1.357936025
3,2, ,4,1,3, ,1,5,2,3,6,3,2,4,6,1,1,4,4,4,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,7, ,2,5,9,1,2,1.053183079
7,2, ,4,2,5, ,2,2,6,3,6,1,6,3,6,6,3,2,2,1,2,3,1,1,4,5,2,1,2,1,3,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,3,1,4, ,1,1,2,1,2,1.357936025
5,1, ,3,1,1, ,1,2,4,1,6,1,6,3,2,4,1,2,2,2,2,2,2,2,3,2,4,2,2,2,3,2,2,2,3,2,2,2,2,3,3,3,1,2,1,2,1,1,6, ,2,3,1,1,1,0.418852627
4,1, ,2,1,3, ,2,2,3,4,3,5,1,2,4,5,6,3,3,2,5,4,4,3,2,1,2,2,2,3,2,1,3,4,2,1,1,2,3,3,3,4,2,1,2,3,3,3,1,2,1,3,8,1,4,0.831898987
3,2, ,1,1,6,3,3,2,4,5,4,6,4,3,1,4,4,2,2,2,3,3,2,3,3,3,2,3,2,2,2,3,3,2,4,3,3,3,2,3,3,2,2,2,2,1,6,2,1,1,2,2,3,1,2,0.713415027
3,1, ,2,1,1, ,2,6,1,1,6,1,1,6,6,6,1,3,3,2,3,3,3,3,3,3,4,2,1,2,3,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,1,1,1,2,2,2,4,1,2,0.980017841
3,2, ,4,2,3, ,4,1,4,2,4,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,2,4,2,1,2,2,1,2,1,2,2,1,2,1,5, ,2,3,2,2,1,1.934108019
3,1, ,3,2,4, ,2,2,4,1,3,1,4,1,2,4,4,1,1,1,1,1,1,2,2,2,2,1,1,1,3,1,4,4,3,4,1,2,3,2,1,1,1,2,1,4,4,3,1,1,2,1,3,1,2,0.65603888
5,1, ,2,1,2, ,2,2,4,5,1,1,1,5,2,4,3,2,2,2,1,2,1,1,2,2,3,2,2,1,2,3,3,2,4,2,1,2,2,1,1,3,2,2,1,4,3,2,1,2,2,1,2,1,3,0.625699759
5,1, ,2,1,6,6,2,5,5,5,5,5,5,5,5,5,5,3,3,3,2,2,1,2,2,2,3,2,2,1,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,1,6,1,1,2,2,3,1,1,1,0.625699759
6,2, ,2,2,1, ,2,2,3,1,2,1,3,2,1,3,1,3,3,2,2,3,3,3,3,3,2,2,2,2,3,3,3,2,3,2,2,2,2,3,2,3,2,2,1,1,4,1,4, ,2,3,2,1,2,0.666213214
6,2, ,3,1,6,6,2,5,5,5,5,5,5,5,5,5,5,2,3,2,2,2,3,1,2,3,2,1,1,1,2,2,3,3,4,3,2,3,3,2,3,1,2,2,1,3,6,2,4, ,2,5,9,1,1,0.445973217
5,1, ,4,1,1, ,1,1,4,3,1,1,4,3,2,4,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,2,2,3,1,3,2,3,2,2,2,2,1,2,3,3,1,1,1,2,5,1,3,1.05647707
3,1, ,1,2,6,6,4,2,6,6,6,6,6,6,2,6,6,3,1,1,4,3,4,3,2,3,2,2,3,2,3,1,2,3,1,2,2,1,3,4,2,3,2,1,2,1,6,3,1,2,1,2,4,1,2,1.120898485
5,1, ,4,2,4, ,3,2,4,4,2,3,4,2,6,6,4,1,2,2,3,3,2,2,3,2,3,1,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,1,4,4,3,1,2,1,3,3,1,3,1.05647707
4,1, ,2,1,6,5,2,2,2,2,5,5,5,1,5,5,2,2,2,3,3,3,3,3, ,2,3,1,3,2,1,2,2,2,4,2,2,2,1,1,2,1,1,2,2,3,2,3,2, ,1,1,3,1,1,0.831898987
